cnpj,cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_de_inicio_atividade,cnae_fiscal_principal,uf,município,natureza_juridica,capital_social_da_empresa,porte_da_empresa,descricao,denominacoes
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13412905000110,13412905,MATRIZ,ATIVA,2023-05-05,20110324,1813001,SP,6953,2135,"5000,00",MICRO EMPRESA,Impressão de material para uso publicitário,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13419657000130,13419657,MATRIZ,ATIVA,2023-11-29,20110317,1412601,SP,7107,2135,"5000,00",MICRO EMPRESA,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13422386000171,13422386,MATRIZ,ATIVA,2023-10-31,20110326,9529102,SP,7107,2135,"1,00",MICRO EMPRESA,Chaveiros,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13427655000192,13427655,MATRIZ,ATIVA,2023-11-21,20100219,9529105,SP,7107,2135,"10000,00",MICRO EMPRESA,Reparação de artigos do mobiliário,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13428686000168,13428686,MATRIZ,ATIVA,2024-01-03,20110321,4520001,SP,6155,2062,"20000,00",MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13432682000153,13432682,MATRIZ,ATIVA,2023-02-27,20110214,4530703,SP,6221,2135,"10000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13434735000175,13434735,MATRIZ,ATIVA,2023-02-09,20110225,4751201,SP,7107,2135,"5000,00",MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13445133000113,13445133,MATRIZ,ATIVA,2024-01-10,20101117,4642702,SP,7107,2135,"20000,00",MICRO EMPRESA,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235021157,09044235,FILIAL,ATIVA,2023-12-05,20110719,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235027600,09044235,FILIAL,ATIVA,2023-12-05,20120314,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235024415,09044235,FILIAL,ATIVA,2023-12-05,20111025,4781400,SP,6429,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235032000,09044235,FILIAL,ATIVA,2023-12-05,20120905,4781400,SP,6715,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235038475,09044235,FILIAL,ATIVA,2023-12-05,20131211,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
13451330000145,13451330,MATRIZ,ATIVA,2023-02-23,20110321,8211300,SP,7107,2135,"1000,00",MICRO EMPRESA,Serviços combinados de escritório e apoio administrativo,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235005208,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7107,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235009297,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,6291,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235010031,09044235,FILIAL,ATIVA,2023-12-05,20080829,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004228,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,7097,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235004490,09044235,FILIAL,ATIVA,2023-12-05,20080725,4781400,SP,6323,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235016749,09044235,FILIAL,ATIVA,2023-12-05,20100924,4781400,SP,7071,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
09044235020266,09044235,FILIAL,ATIVA,2023-12-05,20110701,4781400,SP,7209,2054,"226611792,93",DEMAIS,Comércio varejista de artigos do vestuário e acessórios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
